# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1787064787.866086000  1025.04 0 20.5273  -  nan  -0.212398 0.200774 0.989725  -0.215183 0.223706 0.992826  -0.140793 -0.136018 9.91966  -0.981958 -2.31598 6.51206  - - -  - - -  65.9295 70.0012 66.9028 74.7283 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.867112000  1024.71 0 20.5273  -  nan  -0.21146 0.206605 0.994293  -0.203998 0.253 1.03064  -0.0938286 -0.195706 9.98569  1.40109 -2.09564 12.0877  - - -  - - -  65.9103 70.0074 66.8846 74.745 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.868114000  1024.33 0 20.5273  -  nan  -0.210627 0.211784 0.998351  -0.203998 0.253 1.03064  -0.0482949 -0.253576 10.0497  1.40109 -2.09564 12.0877  - - -  - - -  65.5045 71.0947 65.9409 74.8619 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.869087000  1024.5 0 20.5273  -  nan  -0.211552 0.21371 1.00427  -0.218912 0.229032 1.05142  0.0316702 -0.248479 10.1211  2.57704 -0.0862207 12.3942  - - -  - - -  65.5045 71.0947 65.9409 74.8619 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.870093000  1024.19 0 20.5273  -  nan  -0.214157 0.21435 1.00645  -0.234891 0.219444 1.02372  0.0888467 -0.183134 10.006  1.90883 1.89686 6.34201  - - -  - - -  65.6921 71.2101 65.3644 75.0944 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.871081000  1023.9 0 20.5273  -  nan  -0.216472 0.214918 1.00837  -0.234891 0.219444 1.02372  0.144282 -0.11978 9.89442  1.90883 1.89686 6.34201  - - -  - - -  65.6728 71.2174 65.3441 75.1113 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.872088000  1023.76 0 20.5273  -  nan  -0.218528 0.215424 1.01009  -0.234891 0.219444 1.02372  0.198028 -0.058355 9.78621  1.90883 1.89686 6.34201  - - -  - - -  65.6154 71.3198 65.1586 75.1979 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.873080000  1023.23 0 20.5273  -  nan  -0.221544 0.22057 1.00477  -0.245543 0.261522 0.962466  0.170403 0.0206035 9.74521  -0.708926 2.53393 8.44005  - - -  - - -  65.5858 71.4365 65.0464 75.2094 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.874078000  1023.36 0 20.5273  -  nan  -0.224223 0.225142 1.00005  -0.245543 0.261522 0.962466  0.14362 0.097157 9.70546  -0.708926 2.53393 8.44005  - - -  - - -  65.5858 71.4365 65.0464 75.2094 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.875080000  1023.1 0 20.5273  -  nan  -0.229457 0.229084 0.991869  -0.27111 0.260457 0.92678  0.0662952 0.133664 9.82806  -2.39502 1.29571 13.7306  - - -  - - -  65.7264 71.4483 64.9969 75.1671 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.876135000  1022.59 0 20.5273  -  nan  -0.233513 0.226046 0.983235  -0.265783 0.201868 0.91453  -0.00940357 0.0943575 9.82014  -2.41897 -1.15679 9.5681  - - -  - - -  65.7264 71.4483 64.9969 75.1671 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.879745000  1022.87 0 20.5273  -  nan  -0.240316 0.220949 0.968751  -0.265783 0.201868 0.91453  -0.153954 0.0193006 9.80502  -2.41897 -1.15679 9.5681  - - -  - - -  65.9778 71.6779 64.7334 74.9944 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.880106000  1022.87 0 20.5273  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.881106000  1021.39 0 20.5273  -  nan  -0.243813 0.223338 0.968288  -0.271642 0.242348 0.964597  -0.0910508 -0.0464316 9.91365  1.91123 -2.13875 13.3714  - - -  - - -  66.283 71.722 64.863 74.579 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.882089000  1021.12 0 20.5273  -  nan  -0.24692 0.22546 0.967876  -0.271642 0.242348 0.964597  -0.0300634 -0.110162 10.019  1.91123 -2.13875 13.3714  - - -  - - -  66.3966 71.7066 65.1233 74.2658 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.883094000  1019.99 0 20.5273  -  nan  -0.248966 0.226691 0.972802  -0.265251 0.236489 1.012  0.0619668 -0.11432 10.106  2.99138 -0.246687 12.8756  - - -  - - -  66.428 71.6906 65.296 74.1053 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.888985000  1013.11 0 20.637  -  nan  -0.253971 0.221346 0.980279  -0.272708 0.201335 1.00827  0.176209 0.0465607 9.91294  1.96631 2.56746 6.88808  - - -  - - -  66.4876 71.7514 65.2606 73.9923 - - - - 65.9544 47.2141 13.282 71.5001 22.0919 2.771 64.6998 46.8231 11.364 74.638 28.739 57.828 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.889079000  1013.11 0 20.637  -  nan  -0.256063 0.219112 0.983404  -0.272708 0.201335 1.00827  0.230734 0.123345 9.8208  1.96631 2.56746 6.88808  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.890071000  1013.11 0 20.637  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.5468 71.9636 64.8742 73.9776 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.891086000  1013.11 0 20.637  -  nan  -0.259942 0.215641 0.977856  -0.290817 0.188019 0.933704  0.168556 0.0432093 9.75453  -1.81063 -2.50759 7.6449  - - -  - - -  66.5374 71.9759 64.8544 73.9835 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.892068000  1013.11 0 20.637  -  nan  -0.263389 0.212557 0.972927  -0.290817 0.188019 0.933704  0.108271 -0.0344854 9.69027  -1.81063 -2.50759 7.6449  - - -  - - -  66.3696 72.2605 64.7685 73.9793 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.893085000  1013.11 0 20.637  -  nan  -0.269484 0.209461 0.974376  -0.317981 0.184823 0.985902  0.131673 -0.137389 9.64132  0.876577 -3.4129 8.08319  - - -  - - -  66.3696 72.2605 64.7685 73.9793 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.894180000  1021.31 0 20.637  -  nan  -0.274898 0.206711 0.975662  -0.317981 0.184823 0.985902  0.154362 -0.237158 9.59386  0.876577 -3.4129 8.08319  - - -  - - -  66.2509 72.5819 64.8597 73.8078 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.895201000  1021.49 0 20.637  -  nan  -0.279707 0.204267 0.976806  -0.317981 0.184823 0.985902  0.17636 -0.333888 9.54785  0.876577 -3.4129 8.08319  - - -  - - -  66.3863 72.7686 64.96 73.4824 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.896117000  1019.19 0 20.637  -  nan  -0.28398 0.202097 0.977821  -0.317981 0.184823 0.985902  0.197688 -0.427672 9.50324  0.876577 -3.4129 8.08319  - - -  - - -  66.3863 72.7686 64.96 73.4824 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.897090000  1019.15 0 20.637  -  nan  -0.287776 0.200168 0.978723  -0.317981 0.184823 0.985902  0.218367 -0.518599 9.45998  0.876577 -3.4129 8.08319  - - -  - - -  66.3863 72.7686 64.96 73.4824 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.898132000  1022.31 0 20.637  -  nan  -0.289245 0.203569 0.98779  -0.300937 0.23063 1.05994  0.288823 -0.550585 9.53776  2.53154 -1.56874 12.0134  - - -  - - -  66.0975 73.3046 64.9902 73.2726 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.899746000  1022.18 0 20.637  -  nan  -0.295664 0.202784 0.993168  -0.346744 0.196541 1.03597  0.307601 -0.438031 9.48638  0.905317 3.14466 7.85087  - - -  - - -  66.1008 73.3195 64.9692 73.2894 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.900082000  1021.85 0 20.637  -  nan  -0.301366 0.202087 0.997946  -0.346744 0.196541 1.03597  0.325807 -0.328906 9.43656  0.905317 3.14466 7.85087  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.901096000  1021.8 0 20.637  -  nan  -0.310297 0.201468 0.993986  -0.381365 0.196541 0.962466  0.254897 -0.231348 9.45355  -2.00224 2.87402 9.99442  - - -  - - -  66.0136 73.5557 64.6707 73.4336 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.902079000  1021.5 0 20.637  -  nan  -0.318231 0.200918 0.990467  -0.381365 0.196541 0.962466  0.186147 -0.136761 9.47003  -2.00224 2.87402 9.99442  - - -  - - -  65.9304 73.7864 64.5464 73.4211 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.903107000  1020.72 0 20.637  -  nan  -0.323733 0.20257 0.979136  -0.367516 0.215716 0.888963  0.0997945 -0.0794153 9.51897  -2.64889 1.74597 11.077  - - -  - - -  65.9304 73.7864 64.5464 73.4211 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.904077000  1020.21 0 20.637  -  nan  -0.32862 0.204038 0.969069  -0.367516 0.215716 0.888963  0.0160722 -0.0238158 9.56643  -2.64889 1.74597 11.077  - - -  - - -  65.8803 74.1488 64.5167 73.1597 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.905078000  1020.21 0 20.637  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.8898 74.1724 64.4853 73.1796 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.906086000  1020.41 0 20.637  -  nan  -0.329098 0.20439 0.955013  -0.332895 0.207194 0.843157  -0.0742188 -0.0581794 9.57932  -2.94827 -1.152 9.98963  - - -  - - -  66.1772 74.2598 64.6522 72.7321 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.907075000  1020.25 0 20.637  -  nan  -0.332138 0.200898 0.944785  -0.356331 0.173105 0.863397  -0.0967611 -0.154598 9.5657  -0.814307 -3.2237 9.13221  - - -  - - -  66.4199 74.4622 64.6867 72.3032 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.908104000  1019.74 0 20.637  -  nan  -0.334839 0.197795 0.935699  -0.356331 0.173105 0.863397  -0.118617 -0.24808 9.5525  -0.814307 -3.2237 9.13221  - - -  - - -  66.4213 74.496 64.6639 72.309 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.909112000  1019.77 0 20.637  -  nan  -0.336822 0.19599 0.93292  -0.352603 0.181628 0.910801  -0.0464309 -0.320258 9.57413  2.25132 -2.61776 10.2627  - - -  - - -  66.6954 74.3503 64.914 71.9945 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.912100000  1019.16 0 20.637  -  nan  -0.332107 0.197648 0.937874  -0.307861 0.209857 0.965662  0.22085 -0.367976 9.58213  3.31231 -0.0191602 9.3789  - - -  - - -  66.6954 74.3503 64.914 71.9945 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064787.913100000  1019.03 0 20.637  -  nan  -0.3294 0.199011 0.940976  -0.307861 0.209857 0.965662  0.315013 -0.357352 9.57594  3.31231 -0.0191602 9.3789  - - -  - - -  66.931 74.1945 65.5543 71.4327 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.914078000  1019.15 0 20.637  -  nan  -0.326996 0.200222 0.943732  -0.307861 0.209857 0.965662  0.406307 -0.347051 9.56994  3.31231 -0.0191602 9.3789  - - -  - - -  66.931 74.1945 65.5543 71.4327 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.915079000  1018.9 0 20.637  -  nan  -0.329498 0.197908 0.944515  -0.349407 0.179497 0.950749  0.376424 -0.251858 9.61832  -0.574805 2.77822 11.1584  - - -  - - -  68.3698 71.6944 67.7662 70.6066 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.916086000  1018.53 0 20.637  -  nan  -0.328628 0.194723 0.939503  -0.32171 0.169377 0.899616  0.282452 -0.187286 9.62481  -2.70877 1.86812 9.83156  - - -  - - -  67.1736 74.1727 65.1659 71.6564 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.917094000  1018.65 0 20.637  -  nan  -0.327856 0.191894 0.93505  -0.32171 0.169377 0.899616  0.191342 -0.12468 9.63111  -2.70877 1.86812 9.83156  - - -  - - -  67.1659 74.246 65.0038 71.7555 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.918083000  1018.32 0 20.637  -  nan  -0.324375 0.190331 0.92497  -0.296676 0.177899 0.844755  0.0992873 -0.165163 9.57229  -2.83091 -1.45378 7.69999  - - -  - - -  67.1052 74.3606 64.935 71.7668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.919088000  1018.18 0 20.637  -  nan  -0.321283 0.188943 0.916015  -0.296676 0.177899 0.844755  0.0100362 -0.204413 9.51526  -2.83091 -1.45378 7.69999  - - -  - - -  67.1013 74.336 65.0395 71.7139 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.920099000  1016.8 0 20.637  -  nan  -0.319844 0.186759 0.905979  -0.308394 0.169377 0.826113  -0.0170421 -0.290906 9.55473  -0.878972 -3.04407 10.8111  - - -  - - -  67.104 74.2909 65.1728 71.6503 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.924297000  1016.8 0 20.637  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.104 74.2909 65.1728 71.6503 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.925345000  1016.8 0 20.637  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.3375 73.9941 65.5297 71.5145 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.926267000  1016.77 0 20.637  -  nan  -0.320231 0.183154 0.896468  -0.323308 0.154463 0.820786  0.0109062 -0.379871 9.63582  0.900527 -3.21172 12.217  - - -  - - -  67.8152 73.5365 65.9892 71.1861 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.927183000  1016.96 0 20.637  -  nan  -0.32438 0.177335 0.892241  -0.357396 0.131028 0.858603  0.0212976 -0.283095 9.67782  0.352068 2.79738 11.0147  - - -  - - -  67.8152 73.5365 65.9892 71.1861 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.928163000  1016.99 0 20.637  -  nan  -0.328066 0.172165 0.888486  -0.357396 0.131028 0.858603  0.0313726 -0.189267 9.71854  0.352068 2.79738 11.0147  - - -  - - -  67.8152 73.5673 65.9669 71.1978 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.929203000  1016.77 0 20.637  -  nan  -0.331756 0.165373 0.88402  -0.361125 0.11132 0.848483  -0.0237848 -0.123245 9.82025  -1.7795 1.97829 13.0576  - - -  - - -  67.8152 73.5673 65.9669 71.1978 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.930711000  1018.31 0 20.637  -  nan  -0.335035 0.159339 0.880053  -0.361125 0.11132 0.848483  -0.0772622 -0.0592348 9.91886  -1.7795 1.97829 13.0576  - - -  - - -  67.605 73.8196 66.2574 70.8364 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.931156000  1018.31 0 20.637  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.934417000  1010.77 0 20.4727  -  nan  -0.336401 0.153562 0.87195  -0.347276 0.107592 0.80747  -0.151652 -0.0968965 9.78919  -2.51956 -1.29571 5.66183  - - -  - - -  67.6003 73.8556 66.2296 70.8447 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.935199000  1010.77 0 20.3335  -  nan  -0.339355 0.141129 0.847266  -0.344613 0.11931 0.759001  -0.291469 -0.24968 9.58449  -0.220342 -2.82373 10.95  - - -  - - -  67.9343 73.1176 67.4485 70.1107 - - - - 67.4582 34.7019 5.163 73.4862 29.2278 4.236 66.1376 23.0694 7.379 72.59 30.694 64.477 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.936121000  1010.77 0 20.3335  -  nan  -0.338931 0.137682 0.835628  -0.335558 0.110255 0.743022  -0.224523 -0.305906 9.7145  1.90644 -2.09564 13.8528  - - -  - - -  67.9277 73.1367 67.4367 70.1101 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.937175000  1010.77 0 20.3335  -  nan  -0.338554 0.134621 0.82529  -0.335558 0.110255 0.743022  -0.159616 -0.360419 9.84055  1.90644 -2.09564 13.8528  - - -  - - -  67.9277 73.1367 67.4367 70.1101 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.938079000  1010.77 0 20.3335  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.5505 73.6849 67.6392 69.7929 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.939080000  1016.18 0 20.3335  -  nan  -0.336495 0.132614 0.819733  -0.320112 0.116646 0.775513  -0.0742177 -0.331204 9.73128  2.6441 0.598755 6.2534  - - -  - - -  67.6554 73.4728 67.9995 69.5646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.940309000  1015.85 0 20.3335  -  nan  -0.335142 0.13208 0.820862  -0.324373 0.127832 0.829841  -0.0244667 -0.257066 9.63381  1.55916 2.10283 6.53122  - - -  - - -  67.7358 73.324 68.2041 69.4242 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.941108000  1015.84 0 20.3335  -  nan  -0.33394 0.131606 0.821864  -0.324373 0.127832 0.829841  0.0237689 -0.185186 9.53931  1.55916 2.10283 6.53122  - - -  - - -  67.8038 73.1938 68.362 69.3564 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.942123000  1015.71 0 20.3335  -  nan  -0.333585 0.131779 0.828344  -0.330765 0.133158 0.879908  -0.00781287 -0.109221 9.67216  -1.01309 2.3088 13.9007  - - -  - - -  67.7915 73.2159 68.3521 69.3625 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.943113000  1015.46 0 20.3335  -  nan  -0.333271 0.131933 0.8341  -0.330765 0.133158 0.879908  -0.0384327 -0.0355707 9.80095  -1.01309 2.3088 13.9007  - - -  - - -  67.7915 73.2159 68.3521 69.3625 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.944116000  1015.4 0 20.3335  -  nan  -0.332337 0.129632 0.83963  -0.324906 0.11132 0.883637  -0.114954 0.00227953 9.85667  -2.5507 1.20709 11.6302  - - -  - - -  67.7688 73.2598 68.3307 69.437 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.945113000  1015.26 0 20.3335  -  nan  -0.331507 0.127588 0.844543  -0.324906 0.11132 0.883637  -0.189144 0.0389769 9.91069  -2.5507 1.20709 11.6302  - - -  - - -  67.7688 73.2598 68.3307 69.437 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.946090000  1015.02 0 20.3335  -  nan  -0.33077 0.125772 0.848907  -0.324906 0.11132 0.883637  -0.261075 0.0745565 9.96307  -2.5507 1.20709 11.6302  - - -  - - -  67.6275 73.4586 68.0867 69.5963 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.947118000  1014.95 0 20.3335  -  nan  -0.32958 0.123504 0.847611  -0.320112 0.105461 0.837298  -0.323082 0.0324549 9.81776  -2.29682 -1.30768 5.1924  - - -  - - -  67.4916 73.5703 68.0176 69.6686 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.948097000  1014.78 0 20.3335  -  nan  -0.326323 0.123452 0.840335  -0.300405 0.123038 0.782437  -0.326956 -0.0522802 9.81059  -0.450264 -2.74948 9.58247  - - -  - - -  67.2832 73.7023 67.9478 69.783 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.951609000  1014.45 0 20.3335  -  nan  -0.32343 0.123406 0.833872  -0.300405 0.123038 0.782437  -0.330711 -0.134434 9.80364  -0.450264 -2.74948 9.58247  - - -  - - -  67.1041 73.8097 67.9042 69.8654 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.952091000  1014.9 0 20.3335  -  nan  -0.318897 0.123127 0.823611  -0.282828 0.120908 0.741957  -0.274534 -0.188991 9.94973  1.51365 -1.9256 14.6  - - -  - - -  67.1041 73.8097 67.9042 69.8654 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.953088000  1012.5 0 20.3335  -  nan  -0.315525 0.123296 0.81836  -0.288687 0.124636 0.776578  -0.199933 -0.144717 9.8095  2.17468 1.26457 5.34568  - - -  - - -  67.0312 73.7726 68.0801 69.8287 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.954126000  1013.96 0 20.3335  -  nan  -0.312529 0.123445 0.813696  -0.288687 0.124636 0.776578  -0.127605 -0.101792 9.67354  2.17468 1.26457 5.34568  - - -  - - -  67.1171 73.6191 68.204 69.7968 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.955098000  1013.97 0 20.3335  -  nan  -0.309451 0.124589 0.81645  -0.284958 0.133691 0.838363  -0.077249 -0.035079 9.5501  1.52563 2.08846 5.62111  - - -  - - -  68.4416 70.9909 70.5397 68.8707 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.956086000  1013.83 0 20.3335  -  nan  -0.306717 0.125605 0.818896  -0.284958 0.133691 0.838363  -0.028427 0.0296019 9.43043  1.52563 2.08846 5.62111  - - -  - - -  67.5818 73.066 68.5132 69.6474 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.959294000  1013.83 0 20.3335  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.5818 73.066 68.5132 69.6474 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.961281000  1013.83 0 20.3335  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.5448 73.2153 68.404 69.7328 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064787.962094000  1013.37 0 20.3335  -  nan  -0.301255 0.127459 0.83867  -0.257794 0.142213 0.996022  -0.0815441 0.0904889 9.58249  -1.77231 2.02858 14.4228  - - -  - - -  67.5574 73.2655 68.3189 69.8322 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.963087000  1013.37 0 20.3335  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.5519 73.2966 68.3111 69.8293 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.964352000  1014.25 0 20.3335  -  nan  -0.296284 0.129284 0.861884  -0.256729 0.143811 1.04662  -0.140265 0.144196 9.72992  -2.00942 1.85375 14.4228  - - -  - - -  67.5519 73.2966 68.3111 69.8293 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.965095000  1014.14 0 20.3335  -  nan  -0.29062 0.132987 0.875194  -0.245543 0.162453 0.981109  -0.0807699 0.0927511 9.859  1.81303 -1.54479 13.9678  - - -  - - -  74.5918 54.3179 82.4364 64.5615 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
