# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1787064787.764227000  1031.96 0 20.1711  -  nan  -0.325708 0.202189 1.21448  -0.346744 0.192813 1.19576  0.163061 0.0159704 10.1426  1.99505 1.98787 6.04982  - - -  - - -  63.3902 76.206 63.3871 75.0276 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.765094000  1031.87 0 20.1711  -  nan  -0.324786 0.204234 1.20811  -0.317449 0.22051 1.15741  0.135043 0.0973338 10.102  -0.756826 2.68721 8.81128  - - -  - - -  63.5407 76.0728 63.4408 74.9304 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.766095000  1031.28 0 20.1711  -  nan  -0.323967 0.206051 1.20245  -0.317449 0.22051 1.15741  0.107877 0.176219 10.0627  -0.756826 2.68721 8.81128  - - -  - - -  63.4363 76.2621 63.3397 74.8986 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.767089000  1031.29 0 20.1711  -  nan  -0.322882 0.207011 1.19576  -0.314253 0.214651 1.1425  0.017562 0.192518 10.1782  -2.85726 0.711321 13.8552  - - -  - - -  63.5632 76.2644 63.4144 74.7361 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.768083000  1031.09 0 20.1711  -  nan  -0.321919 0.207864 1.18981  -0.314253 0.214651 1.1425  -0.0700023 0.20832 10.2902  -2.85726 0.711321 13.8552  - - -  - - -  63.5413 76.2788 63.3939 74.7425 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.769087000  1030.73 0 20.1711  -  nan  -0.323739 0.204162 1.18387  -0.338221 0.174703 1.13664  -0.146218 0.154849 10.2522  -2.57225 -1.54718 9.0412  - - -  - - -  63.8151 76.1005 63.5358 74.5575 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.770097000  1030.52 0 20.1711  -  nan  -0.325356 0.200874 1.1786  -0.338221 0.174703 1.13664  -0.220113 0.103007 10.2153  -2.57225 -1.54718 9.0412  - - -  - - -  63.7929 76.1189 63.5176 74.56 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.773461000  1029.43 0 20.1711  -  nan  -0.319649 0.192892 1.17036  -0.306264 0.174171 1.15102  -0.215464 -0.159338 9.86395  -0.167651 -2.85726 6.251  - - -  - - -  63.8934 75.9741 63.778 74.3664 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.774113000  1029.23 0 20.1711  -  nan  -0.318155 0.190802 1.1682  -0.306264 0.174171 1.15102  -0.214007 -0.241514 9.75391  -0.167651 -2.85726 6.251  - - -  - - -  63.7846 75.9553 64.0023 74.2121 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.775106000  1029.1 0 20.1711  -  nan  -0.321346 0.188886 1.16979  -0.346744 0.173638 1.18244  -0.114551 -0.225185 9.83279  3.05125 0.294587 12.3439  - - -  - - -  63.7846 75.9553 64.0023 74.2121 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.776258000  1028.55 0 20.1711  -  nan  -0.324181 0.187184 1.1712  -0.346744 0.173638 1.18244  -0.0181233 -0.209353 9.90928  3.05125 0.294587 12.3439  - - -  - - -  63.8757 75.7429 64.2838 74.1678 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.777096000  1028.29 0 20.1711  -  nan  -0.328603 0.18258 1.1715  -0.363788 0.145941 1.17392  0.0342962 -0.121273 9.83688  1.70286 2.68242 7.53234  - - -  - - -  63.7624 75.7709 64.3795 74.187 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.782288000  1020.26 0 20.1711  -  nan  -0.329886 0.172742 1.1649  -0.332895 0.14967 1.14942  -0.110952 0.170071 9.76531  -1.60466 3.16622 9.02922  - - -  - - -  63.6739 75.8604 64.3803 74.1628 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.783100000  1020.26 0 20.1711  -  nan  -0.333776 0.172258 1.15232  -0.348341 0.170442 1.10521  -0.284755 0.177685 9.89744  -3.00814 0.296982 11.9679  - - -  - - -  63.6739 75.8604 64.3803 74.1628 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.784082000  1020.26 0 20.1711  -  nan  -0.33784 0.170866 1.14153  -0.370179 0.15979 1.05568  -0.348448 0.105232 9.8885  -2.37586 -2.20102 9.60403  - - -  - - -  63.6739 75.8604 64.3803 74.1628 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.785078000  1029.67 0 20.1711  -  nan  -0.335267 0.166597 1.13016  -0.314786 0.132625 1.0397  -0.32536 0.0103284 9.86131  0.409548 -3.01054 8.99569  - - -  - - -  68.2572 67.4 72.15 71.0575 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.786078000  1029.3 0 20.1711  -  nan  -0.33298 0.162804 1.12006  -0.314786 0.132625 1.0397  -0.302976 -0.0816843 9.83494  0.409548 -3.01054 8.99569  - - -  - - -  63.5831 75.9943 65.1214 73.4467 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.787397000  1029.3 0 20.1711  -  -  - - -  - - -  - - -  - - -  - - -  - - -  63.5831 75.9943 65.1214 73.4467 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.788087000  1031.3 0 20.4501  -  nan  -0.328987 0.161576 1.11389  -0.297209 0.1518 1.06473  -0.208542 -0.143173 9.85366  2.79738 -2.10043 10.4495  - - -  - - -  63.7337 75.6867 65.7911 73.0466 - - - - 63.8325 24.2424 64.836 75.1089 51.8084 10.094 65.2316 47.1163 13.195 74.8727 30.9873 61.924 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.790366000  1031.79 0 20.4501  -  nan  -0.329137 0.168049 1.11554  -0.329699 0.19228 1.12172  -0.0154283 -0.15513 9.87259  3.01054 -0.342488 10.1693  - - -  - - -  63.7755 75.5109 65.9682 73.0341 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.791104000  1031.79 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  63.7755 75.5109 65.9682 73.0341 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.792367000  1028.01 0 20.4501  -  nan  -0.323967 0.167067 1.12009  -0.282828 0.159257 1.15634  -0.0585824 -0.0581964 9.90709  -1.43222 3.0273 11.0051  - - -  - - -  63.7231 75.5408 65.9696 73.049 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.793082000  1027.71 0 20.4501  -  nan  -0.319375 0.166195 1.12414  -0.282828 0.159257 1.15634  -0.100422 0.0357849 9.94053  -1.43222 3.0273 11.0051  - - -  - - -  63.8515 75.5433 65.7876 73.0956 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.794077000  1027.4 0 20.4501  -  nan  -0.315295 0.165421 1.12774  -0.282828 0.159257 1.15634  -0.140987 0.126904 9.97296  -1.43222 3.0273 11.0051  - - -  - - -  63.8244 75.5608 65.7815 73.1069 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.795088000  1027.23 0 20.4501  -  nan  -0.31613 0.165387 1.12671  -0.322775 0.165116 1.11853  -0.230069 0.129458 9.94254  -3.06563 0.210762 8.97414  - - -  - - -  63.8244 75.5608 65.7815 73.1069 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.796096000  1026.81 0 20.4501  -  nan  -0.316872 0.165356 1.12579  -0.322775 0.165116 1.11853  -0.316437 0.131934 9.91304  -3.06563 0.210762 8.97414  - - -  - - -  63.7104 75.551 65.6781 73.2946 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.797093000  1026.54 0 20.4501  -  nan  -0.31646 0.168362 1.11577  -0.313188 0.19228 1.03597  -0.374861 0.0591969 9.87613  -2.23455 -2.25611 8.70111  - - -  - - -  63.7563 75.3924 65.6967 73.3763 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.798095000  1025.89 0 20.4501  -  nan  -0.316095 0.171032 1.10686  -0.313188 0.19228 1.03597  -0.431506 -0.011325 9.84034  -2.23455 -2.25611 8.70111  - - -  - - -  63.5626 75.5054 65.5453 73.5497 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.799101000  1025.89 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  63.4478 75.6004 65.5626 73.5328 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.800099000  1025.82 0 20.4501  -  nan  -0.310419 0.169539 1.09526  -0.265251 0.157659 1.00295  -0.337534 -0.0597107 9.86261  2.65368 -1.59987 10.5716  - - -  - - -  63.6122 75.4912 65.672 73.4113 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.801119000  1025.28 0 20.4501  -  nan  -0.305377 0.168213 1.08495  -0.265251 0.157659 1.00295  -0.246424 -0.106623 9.88421  2.65368 -1.59987 10.5716  - - -  - - -  63.7961 75.3613 65.7915 73.2875 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.802078000  1025.5 0 20.4501  -  nan  -0.307319 0.168105 1.07883  -0.322775 0.167247 1.03011  -0.144959 -0.119789 9.83715  3.08479 -0.538879 8.33946  - - -  - - -  63.7554 75.3865 65.7955 73.2933 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.803079000  1025.16 0 20.4501  -  nan  -0.309044 0.168009 1.07339  -0.322775 0.167247 1.03011  -0.0465841 -0.132554 9.79154  3.08479 -0.538879 8.33946  - - -  - - -  63.9157 75.1167 66.0208 73.2299 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.804093000  1025.08 0 20.4501  -  nan  -0.308793 0.172622 1.07677  -0.306796 0.209324 1.10361  0.0177177 -0.0649768 9.73724  2.06451 2.08606 8.00895  - - -  - - -  64.1004 74.783 66.2715 73.1792 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.805075000  1024.78 0 20.4501  -  nan  -0.30857 0.176719 1.07976  -0.306796 0.209324 1.10361  0.0800609 0.000541707 9.6846  2.06451 2.08606 8.00895  - - -  - - -  64.1004 74.783 66.2715 73.1792 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.808769000  1024.05 0 20.4501  -  nan  -0.299245 0.185172 1.10609  -0.303068 0.176301 1.17552  -0.0140163 0.197284 9.86836  -2.06451 1.38432 10.8087  - - -  - - -  64.4219 74.5107 66.5335 72.9444 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.809175000  1023.56 0 20.4501  -  nan  -0.299672 0.184182 1.11384  -0.303068 0.176301 1.17552  -0.0764723 0.23344 9.897  -2.06451 1.38432 10.8087  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.810105000  1023.15 0 20.4501  -  nan  -0.300051 0.183302 1.12073  -0.303068 0.176301 1.17552  -0.137026 0.268494 9.92477  -2.06451 1.38432 10.8087  - - -  - - -  64.431 74.8146 66.0877 73.088 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.811203000  1023.4 0 20.4501  -  nan  -0.296642 0.185791 1.11703  -0.269512 0.205596 1.08763  -0.188586 0.206042 9.85985  -1.82979 -1.78189 7.79339  - - -  - - -  64.1775 75.0692 65.4595 73.5925 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.812094000  1023.1 0 20.4501  -  nan  -0.286953 0.191272 1.10465  -0.209857 0.234891 1.00614  -0.176203 0.1336 9.91859  0.217947 -2.17228 11.7883  - - -  - - -  63.8936 75.3201 65.1711 73.808 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.813091000  1022.95 0 20.4501  -  nan  -0.278347 0.196142 1.09366  -0.209857 0.234891 1.00614  -0.164198 0.0633651 9.97554  0.217947 -2.17228 11.7883  - - -  - - -  63.7176 75.4646 65.0743 73.8865 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.817294000  1022.29 0 20.4501  -  nan  -0.257556 0.208361 1.05476  -0.208792 0.237021 0.963532  -0.0534964 -0.12606 10.1952  1.08494 -2.07409 12.4541  - - -  - - -  63.76 75.4118 65.0629 73.9209 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.818862000  1015.44 0 20.4501  -  nan  -0.252112 0.211561 1.04458  -0.208792 0.237021 0.963532  -0.0188206 -0.185395 10.264  1.08494 -2.07409 12.4541  - - -  - - -  63.76 75.4118 65.0629 73.9209 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.819088000  1015.44 0 20.4501  -  nan  -0.241984 0.218327 1.05123  -0.161388 0.272175 1.10415  -0.00686717 -0.10957 10.24  0.373623 2.30401 9.47709  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.820114000  1015.44 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.698 73.0834 65.6119 73.8778 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.821107000  1024.79 0 20.4501  -  nan  -0.239825 0.22202 1.06058  -0.22264 0.251402 1.13504  -0.0559722 -0.0796793 10.2636  -1.61903 0.871787 11.0147  - - -  - - -  65.7091 72.9903 65.3287 74.1652 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.822162000  1024.79 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.7091 72.9903 65.3287 74.1652 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.823119000  1029.08 0 20.4501  -  nan  -0.237906 0.2253 1.06889  -0.22264 0.251402 1.13504  -0.103582 -0.0506986 10.2865  -1.61903 0.871787 11.0147  - - -  - - -  65.7091 72.9903 65.3287 74.1652 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.824107000  1029.08 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.7091 72.9903 65.3287 74.1652 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.825078000  1029.08 0 20.4501  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.7091 72.9903 65.3287 74.1652 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.826084000  1021.96 0 20.4501  -  nan  -0.215528 0.22551 1.05966  -0.113983 0.239684 0.992294  -0.187273 -0.145385 10.1308  -0.474214 -1.41306 9.27352  - - -  - - -  65.5157 73.1156 64.912 74.4616 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.827352000  1021.96 0 20.4501  -  nan  -0.208532 0.232146 1.04554  -0.152865 0.284958 0.933172  -0.157568 -0.177358 10.1626  0.787961 -1.19511 11.1752  - - -  - - -  65.5157 73.1156 64.912 74.4616 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.828091000  1027.93 0 20.4501  -  nan  -0.202318 0.238042 1.033  -0.152865 0.284958 0.933172  -0.128768 -0.208358 10.1935  0.787961 -1.19511 11.1752  - - -  - - -  65.6509 72.8546 64.9045 74.5663 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.829129000  1027.71 0 20.4501  -  nan  -0.196797 0.24328 1.02185  -0.152865 0.284958 0.933172  -0.100846 -0.238414 10.2234  0.787961 -1.19511 11.1752  - - -  - - -  65.9816 72.1946 64.8528 74.9499 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.830096000  1027.62 0 20.4501  -  nan  -0.196412 0.244305 1.01296  -0.193345 0.252468 0.942226  -0.0540768 -0.224732 10.215  1.43462 0.210762 9.94891  - - -  - - -  65.9505 72.2017 64.8314 74.966 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.831116000  1026.95 0 20.4501  -  nan  -0.19607 0.245216 1.00507  -0.193345 0.252468 0.942226  -0.00873268 -0.211468 10.2069  1.43462 0.210762 9.94891  - - -  - - -  65.9505 72.2017 64.8314 74.966 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.832114000  1026.98 0 20.4501  -  nan  -0.190057 0.242458 1.00453  -0.142213 0.22051 1.00028  0.0202026 -0.158776 10.1638  0.941243 1.51844 8.78972  - - -  - - -  66.3705 71.7194 64.8885 74.992 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.833116000  1026.85 0 20.4501  -  nan  -0.184597 0.242922 1.01191  -0.141148 0.246609 1.07059  0.00521615 -0.119727 10.1601  -0.471819 1.12326 10.0447  - - -  - - -  66.8197 71.2632 65.0157 74.8674 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.834139000  1026.41 0 20.4501  -  nan  -0.179747 0.243333 1.01846  -0.141148 0.246609 1.07059  -0.00931387 -0.0818663 10.1566  -0.471819 1.12326 10.0447  - - -  - - -  66.9851 71.1117 65.1082 74.7627 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.835098000  1026.22 0 20.4501  -  nan  -0.18293 0.246731 1.0266  -0.208259 0.273773 1.09136  -0.0608247 -0.0786432 10.1667  -1.70046 0.0239502 10.4878  - - -  - - -  67.1042 70.7019 65.3064 74.846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.836135000  1025.9 0 20.5273  -  nan  -0.185757 0.24975 1.03383  -0.208259 0.273773 1.09136  -0.110766 -0.0755183 10.1765  -1.70046 0.0239502 10.4878  - - -  - - -  66.9113 70.8229 65.0461 75.116 - - - - 67.4582 38.7097 12.418 70.6514 22.0919 52.863 64.3501 41.6422 6.653 76.0688 29.6188 63.803 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.837219000  1025.87 0 20.5273  -  nan  -0.187318 0.247854 1.03847  -0.199737 0.23276 1.07538  -0.122785 -0.0986777 10.1571  -0.505349 -0.835862 9.54176  - - -  - - -  66.8068 70.8477 64.9128 75.2837 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.838116000  1025.41 0 20.5273  -  nan  -0.188704 0.246169 1.04259  -0.199737 0.23276 1.07538  -0.134438 -0.121132 10.1384  -0.505349 -0.835862 9.54176  - - -  - - -  66.8068 70.8477 64.9128 75.2837 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.839179000  1025.1 0 20.5273  -  nan  -0.183574 0.23825 1.04096  -0.142745 0.175236 1.02798  -0.129613 -0.145747 10.1153  0.0239502 -0.929268 9.3789  - - -  - - -  66.5796 71.2396 64.388 75.5258 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.840203000  1024.72 0 20.5273  -  nan  -0.179016 0.231215 1.03951  -0.142745 0.175236 1.02798  -0.124936 -0.169612 10.0928  0.0239502 -0.929268 9.3789  - - -  - - -  66.4317 71.3823 64.2888 75.5902 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.844094000  1026.64 0 20.5273  16  nan  -0.172605 0.223232 1.02327  -0.148604 0.193345 0.962466  -0.062556 -0.222224 10.0854  0.914897 -1.04662 9.96807  - - -  - - -  65.8939 71.2969 64.5482 75.8659 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064787.845097000  1022.89 0 20.5273  -  nan  -0.17718 0.223523 1.01291  -0.213586 0.225836 0.930508  -0.0280419 -0.22224 10.0747  1.07057 -0.222737 9.73575  - - -  - - -  65.869 71.3024 64.5281 75.8839 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.846091000  1022.69 0 20.5273  -  nan  -0.177201 0.218786 1.00496  -0.177367 0.181095 0.941694  -0.0271878 -0.167542 10.0785  0 1.57353 10.198  - - -  - - -  65.9484 70.7111 65.0698 75.8885 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.847091000  1022.16 0 20.5273  -  nan  -0.177219 0.214579 0.997899  -0.177367 0.181095 0.941694  -0.0263597 -0.114511 10.0821  0 1.57353 10.198  - - -  - - -  65.928 70.7132 65.0508 75.9077 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.848093000  1021.96 0 20.5273  -  nan  -0.179792 0.209354 0.996619  -0.20027 0.167779 0.986435  -0.0597703 -0.0906701 10.0942  -1.12326 0.66821 10.4806  - - -  - - -  66.0671 70.6543 65.1755 75.7233 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.849103000  1022.17 0 20.5273  -  nan  -0.182078 0.204713 0.995482  -0.20027 0.167779 0.986435  -0.0921633 -0.0675554 10.106  -1.12326 0.66821 10.4806  - - -  - - -  66.1102 70.539 65.4023 75.5846 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.850117000  1021.15 0 20.5273  -  nan  -0.189163 0.204455 0.997802  -0.245543 0.2024 1.01626  -0.143923 -0.0851942 10.0616  -1.79147 -0.646655 8.64842  - - -  - - -  66.1254 70.4271 65.6242 75.4691 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.854226000  1021.27 0 20.5273  -  nan  -0.202132 0.198002 1.00686  -0.214118 0.164051 1.0136  -0.143084 -0.231022 10.0446  1.4442 -1.38193 11.7212  - - -  - - -  66.0218 70.4436 65.7826 75.3899 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.855865000  1023.82 0 20.5273  -  nan  -0.20347 0.194212 1.00761  -0.214118 0.164051 1.0136  -0.0947367 -0.266078 10.0957  1.4442 -1.38193 11.7212  - - -  - - -  65.387 71.033 65.8995 75.2257 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.856077000  1023.82 0 20.5273  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.857129000  1020.46 0 20.5273  -  nan  -0.204659 0.190845 1.00828  -0.214118 0.164051 1.0136  -0.0478622 -0.300066 10.1452  1.4442 -1.38193 11.7212  - - -  - - -  65.3658 71.0379 65.8875 75.2406 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.858091000  1020.51 0 20.5273  -  nan  -0.206845 0.192432 1.00543  -0.224238 0.205063 0.982706  -0.0172244 -0.243654 10.0624  0.958008 1.55197 7.42696  - - -  - - -  65.2417 71.089 65.9163 75.2516 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.860069000  1020.11 0 20.5273  -  nan  -0.208787 0.193842 1.00289  -0.224238 0.205063 0.982706  0.0124802 -0.188961 9.98216  0.958008 1.55197 7.42696  - - -  - - -  65.2417 71.089 65.9163 75.2516 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064787.863476000  1025.14 0 20.5273  -  nan  -0.209857 0.194144 0.997664  -0.218379 0.196541 0.956075  -0.0217487 -0.122949 10.0354  -1.11129 1.97829 11.7308  - - -  - - -  65.1305 71.1507 65.937 75.2205 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.864085000  1017.85 0 20.5273  -  nan  -0.211654 0.194649 0.988897  -0.218379 0.196541 0.956075  -0.0871106 0.00310478 10.1371  -1.11129 1.97829 11.7308  - - -  - - -  65.1305 71.1507 65.937 75.2205 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064787.865091000  1017.85 0 20.5273  -  nan  -0.212048 0.197893 0.989335  -0.215183 0.223706 0.992826  -0.114367 -0.0675324 10.0267  -0.981958 -2.31598 6.51206  - - -  - - -  65.9295 70.0012 66.9028 74.7283 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
